ts,tps,cum_tps,r_iops,w_iops,hit_ratio,hit_ratio_gc,edt_gap,rmb_s,wmb_s,ewmb_s,cpwmb_s,dwbw_mb,gcwmb_s,gcrmb_s,valid_ratio,comp_ratio,logmb_s,wal_sz,db_sz,alloc_sz,mem_mb,cum_flash_wmb,db_waf,ssd_run_waf,ssd_cum_waf,version
1203,213152,262393483,87885,112100,0.932,0.000,0,343.301,437.891,186.164,36.430,215.297,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110945.336,1055450.750,2.000,1.994,1.953,0
1204,221867,262615350,91442,115529,0.932,0.000,0,357.195,451.285,187.543,36.352,227.391,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110952.836,1056374.250,2.000,2.046,1.953,0
1205,216798,262832148,89607,117147,0.932,0.000,0,350.027,457.605,189.336,37.691,230.578,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110954.336,1057291.875,2.000,2.005,1.953,0
1206,217947,263050095,89900,116857,0.932,0.000,0,351.172,456.473,193.629,37.809,225.035,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110954.336,1058201.875,2.000,1.994,1.953,0
1207,225446,263275541,93198,116699,0.932,0.000,0,364.055,455.855,188.051,36.699,231.105,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110955.836,1059083.000,2.000,1.933,1.953,0
1208,212331,263487872,87802,112112,0.932,0.000,0,342.977,437.938,186.402,36.051,215.484,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110961.836,1059954.375,2.000,1.990,1.953,0
1209,211221,263699093,87462,112009,0.932,0.000,0,341.648,437.535,180.273,35.500,221.762,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110963.336,1060840.750,2.000,2.026,1.953,0
1210,217033,263916126,89644,111516,0.932,0.000,0,350.172,435.609,183.809,35.254,216.547,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110964.836,1061718.125,2.000,2.014,1.953,0
1211,220722,264136848,91203,116896,0.932,0.000,0,356.262,456.625,194.531,35.496,226.598,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110964.836,1062627.750,2.000,1.992,1.953,0
1212,222569,264359417,92153,115397,0.932,0.000,0,359.973,450.770,187.086,37.000,226.684,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110966.336,1063539.625,2.000,2.023,1.953,0
1213,225685,264585102,93550,119486,0.932,0.000,0,365.430,466.742,194.613,39.500,232.629,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110970.836,1064468.750,2.000,1.991,1.953,0
1214,213593,264798695,88350,113364,0.932,0.000,0,345.117,442.828,185.309,36.750,220.770,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110972.336,1065322.625,2.000,1.928,1.953,0
1215,209132,265007827,86853,113146,0.932,0.000,0,339.270,441.977,180.469,37.258,224.250,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110972.336,1066215.875,2.000,2.021,1.953,0
1216,211432,265219259,88090,112048,0.932,0.000,0,344.102,437.688,184.168,37.883,215.637,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110976.836,1067095.000,2.000,2.008,1.953,0
1217,208941,265428200,87154,112522,0.932,0.000,0,340.445,439.539,181.055,35.609,222.875,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110979.836,1067982.125,2.000,2.018,1.953,0
1218,225634,265653834,93455,114070,0.932,0.000,0,365.059,445.586,190.164,35.191,220.230,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110985.836,1068877.625,2.000,2.010,1.953,0
1219,215673,265869507,89615,114212,0.932,0.000,0,350.059,446.141,185.410,34.352,226.379,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110988.836,1069777.500,2.000,2.017,1.953,0
1220,217617,266087124,90123,115017,0.932,0.000,0,352.043,449.285,193.484,34.543,221.258,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110991.836,1070673.875,2.000,1.995,1.953,0
1221,223551,266310675,93153,113030,0.932,0.000,0,363.879,441.523,184.918,35.438,221.168,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110993.336,1071526.625,2.000,1.931,1.953,0
1222,208527,266519202,86562,111933,0.932,0.000,0,338.133,437.238,185.820,33.727,217.691,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110996.336,1072408.750,2.000,2.017,1.953,0
1223,213647,266732849,88667,109757,0.932,0.000,0,346.355,428.738,176.926,36.859,214.953,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110999.336,1073287.500,2.000,2.050,1.953,0
1224,205464,266938313,85913,112679,0.932,0.000,0,335.598,440.152,184.375,35.641,220.137,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111003.836,1074173.625,2.000,2.013,1.953,0
1225,223718,267162031,93203,113791,0.932,0.000,0,364.074,444.496,185.074,36.250,223.172,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111005.336,1075082.250,2.000,2.044,1.953,0
1226,215969,267378000,89674,114857,0.932,0.000,0,350.289,448.660,186.762,35.500,226.398,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111012.836,1075982.000,2.000,2.005,1.953,0
1227,220072,267598072,91120,114623,0.932,0.000,0,355.938,447.746,191.457,36.000,220.289,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111012.836,1076874.375,2.000,1.993,1.954,0
1228,220861,267818933,91944,116286,0.932,0.000,0,359.156,454.242,187.742,36.840,229.660,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111014.336,1077722.125,2.000,1.866,1.953,0
1229,213567,268032500,89377,111227,0.932,0.000,0,349.129,434.480,180.707,35.410,218.363,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111020.336,1078601.750,2.000,2.024,1.954,0
1230,209295,268241795,87329,110494,0.932,0.000,0,341.129,431.617,184.273,35.250,212.094,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111020.336,1079463.000,2.000,1.996,1.954,0
1231,210777,268452572,87821,111170,0.932,0.000,0,343.051,434.258,182.277,34.250,217.730,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111024.836,1080336.250,2.000,2.011,1.954,0
1232,222309,268674881,93079,112831,0.932,0.000,0,363.590,440.746,184.293,35.500,220.953,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111026.336,1081232.250,2.000,2.033,1.954,0
1233,225086,268899967,93388,117551,0.932,0.000,0,364.797,459.184,191.480,36.242,231.461,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111029.336,1082149.500,2.000,1.997,1.954,0
1234,252783,269152750,100189,112235,0.932,0.000,0,391.363,438.418,211.434,10.223,216.762,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111030.836,1083007.625,2.000,1.957,1.954,0
1235,262500,269415250,102086,104729,0.932,0.000,0,398.773,409.098,205.152,0.000,203.945,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111033.836,1083807.250,2.000,1.955,1.954,0
1236,251634,269666884,98032,102740,0.932,0.000,0,382.938,401.328,198.480,0.000,202.848,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111035.336,1084622.750,2.000,2.032,1.954,0
1237,254985,269921869,98761,103314,0.932,0.000,0,385.785,403.570,203.969,0.000,199.602,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111035.336,1085429.375,2.000,1.999,1.954,0
1238,251157,270173026,97556,102486,0.932,0.000,0,381.078,400.336,198.371,0.000,201.965,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111035.336,1086237.250,2.000,2.018,1.954,0
1239,250685,270423711,97395,103646,0.932,0.000,0,380.449,404.867,204.230,0.000,200.637,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111035.336,1087050.125,2.000,2.008,1.954,0
1240,262926,270686637,102447,106724,0.932,0.000,0,400.184,416.891,205.000,0.000,211.891,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111035.336,1087895.500,2.000,2.028,1.954,0
1241,257197,270943834,100149,105829,0.932,0.000,0,391.207,413.395,207.988,0.000,205.406,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111035.336,1088723.250,2.000,2.002,1.954,0
1242,264915,271208749,103319,106132,0.932,0.000,0,403.590,414.578,207.270,0.000,207.309,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111036.836,1089563.125,2.000,2.026,1.954,0
1243,254271,271463020,98912,104323,0.932,0.000,0,386.375,407.512,205.930,0.000,201.582,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111036.836,1090328.125,2.000,1.877,1.954,0
1244,250336,271713356,97621,103149,0.932,0.000,0,381.332,402.926,197.852,0.000,205.074,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111036.836,1091145.375,2.000,2.028,1.954,0
1245,246907,271960263,96485,102519,0.932,0.000,0,376.895,400.465,203.844,0.000,196.621,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111036.836,1091937.750,2.000,1.979,1.954,0
1246,253450,272213713,99269,102330,0.931,0.000,0,387.770,399.727,196.254,0.000,203.473,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111036.836,1092752.875,2.000,2.039,1.954,0
1247,267652,272481365,104070,107297,0.932,0.000,0,406.523,419.129,212.809,0.000,206.320,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111036.836,1093603.250,2.000,2.029,1.954,0
1248,265824,272747189,103931,110674,0.932,0.000,0,405.980,432.320,212.992,0.000,219.328,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111036.836,1094459.250,2.000,1.980,1.954,0
1249,265671,273012860,103562,106524,0.932,0.000,0,404.539,416.109,211.168,0.000,204.941,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111038.336,1095292.500,2.000,2.002,1.954,0
1250,255460,273268320,99904,107697,0.932,0.000,0,390.250,420.691,208.398,0.000,212.293,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111038.336,1096100.875,2.000,1.922,1.954,0
1251,246592,273514912,96365,101889,0.932,0.000,0,376.426,398.004,199.750,0.000,198.254,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111038.336,1096899.500,2.000,2.007,1.954,0
1252,250404,273765316,98143,101943,0.931,0.000,0,383.371,398.215,200.727,0.000,197.488,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111038.336,1097702.625,2.000,2.017,1.954,0
1253,251443,274016759,98342,101531,0.932,0.000,0,384.148,396.605,198.020,0.000,198.586,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111039.836,1098511.250,2.000,2.039,1.954,0
1254,250523,274267282,97972,105119,0.932,0.000,0,382.703,410.621,205.594,0.000,205.027,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111044.336,1099334.875,2.000,2.006,1.954,0
1255,260062,274527344,101448,107725,0.932,0.000,0,396.281,420.801,208.727,0.000,212.074,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111045.836,1100176.250,2.000,1.999,1.954,0
1256,261662,274789006,102205,105325,0.932,0.000,0,399.238,411.426,207.387,0.000,204.039,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111045.836,1101015.375,2.000,2.040,1.954,0
1257,258072,275047078,101136,107293,0.931,0.000,0,395.062,419.113,206.922,0.000,212.191,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111045.836,1101853.375,2.000,1.999,1.954,0
1258,254754,275301832,99641,105176,0.932,0.000,0,389.223,410.844,206.500,0.000,204.344,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111048.836,1102629.500,2.000,1.889,1.954,0
1259,256741,275558573,100201,102512,0.932,0.000,0,391.410,400.438,199.301,0.000,201.137,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111048.836,1103445.250,2.000,2.037,1.954,0
1260,245853,275804426,96166,102095,0.932,0.000,0,375.648,398.809,198.156,0.000,200.652,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111048.836,1104247.625,2.000,2.012,1.955,0
1261,247244,276051670,96741,103148,0.931,0.000,0,377.895,402.922,204.520,0.000,198.402,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111048.836,1105046.625,2.000,1.983,1.955,0
1262,266562,276318232,104175,105710,0.932,0.000,0,406.934,412.930,206.172,0.000,206.758,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111048.836,1105892.500,2.000,2.049,1.955,0
1263,256459,276574691,100454,109213,0.931,0.000,0,392.398,426.613,214.141,0.000,212.473,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111048.836,1106730.375,2.000,1.964,1.955,0
1264,267293,276841984,104022,108571,0.932,0.000,0,406.336,424.105,211.422,0.000,212.684,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111050.336,1107577.500,2.000,1.997,1.955,0
1265,263939,277105923,103058,106138,0.932,0.000,0,402.570,414.602,208.055,0.000,206.547,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111050.336,1108401.000,2.000,1.986,1.955,0
1266,247934,277353857,97293,103543,0.931,0.000,0,380.051,404.465,200.539,0.000,203.926,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1109195.000,2.000,1.963,1.955,0
1267,257027,277610884,100291,103045,0.932,0.000,0,391.762,402.520,200.504,0.000,202.016,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1110015.125,2.000,2.037,1.955,0
1268,247903,277858787,96832,103523,0.932,0.000,0,378.250,404.387,204.625,0.000,199.762,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1110814.250,2.000,1.976,1.955,0
1269,254518,278113305,99474,102596,0.932,0.000,0,388.570,400.766,197.391,0.000,203.375,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1111642.000,2.000,2.065,1.955,0
1270,263348,278376653,103001,106789,0.932,0.000,0,402.348,417.145,211.582,0.000,205.562,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1112481.625,2.000,2.013,1.955,0
1271,258763,278635416,100931,105452,0.932,0.000,0,394.262,411.922,203.652,0.000,208.270,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1113311.000,2.000,2.013,1.955,0
1272,261479,278896895,102234,106836,0.932,0.000,0,399.352,417.328,210.973,0.000,206.355,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1114147.875,2.000,2.005,1.955,0
1273,260191,279157086,101700,105846,0.932,0.000,0,397.266,413.461,205.320,0.000,208.141,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1114931.125,2.000,1.895,1.955,0
1274,249907,279406993,97651,104104,0.932,0.000,0,381.449,406.656,204.738,0.000,201.918,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1115742.625,2.000,1.995,1.955,0
1275,253668,279660661,99168,101262,0.932,0.000,0,387.375,395.555,195.445,0.000,200.109,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1116546.500,2.000,2.032,1.955,0
1276,248449,279909110,97018,103602,0.932,0.000,0,378.977,404.695,204.680,0.000,200.016,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1117354.125,2.000,1.996,1.955,0
1277,264293,280173403,103355,104384,0.932,0.000,0,403.730,407.750,203.875,0.000,203.875,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1118188.875,2.000,2.047,1.955,0
1278,259792,280433195,101306,108182,0.932,0.000,0,395.727,422.586,211.293,0.000,211.293,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111051.836,1119022.500,2.000,1.973,1.955,0
1279,263066,280696261,102711,105966,0.932,0.000,0,401.215,413.930,203.938,0.000,209.992,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111054.836,1119855.875,2.000,2.013,1.955,0
1280,266070,280962331,103772,105978,0.932,0.000,0,405.359,413.977,210.016,0.000,203.961,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111057.836,1120682.500,2.000,1.997,1.955,0
1281,256739,281219070,100355,104731,0.932,0.000,0,392.012,409.105,203.098,0.000,206.008,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1121482.375,2.000,1.955,1.955,0
1282,250367,281469437,97809,103665,0.932,0.000,0,382.066,404.941,203.926,0.000,201.016,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1122289.625,2.000,1.993,1.955,0
1283,252186,281721623,98908,102302,0.931,0.000,0,386.359,399.617,196.324,0.000,203.293,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1123101.375,2.000,2.031,1.955,0
1284,247433,281969056,96891,102968,0.931,0.000,0,378.480,402.219,204.547,0.000,197.672,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1123903.500,2.000,1.994,1.955,0
1285,264253,282233309,103399,105926,0.931,0.000,0,403.902,413.773,203.812,0.000,209.961,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1124746.375,2.000,2.037,1.955,0
1286,264859,282498168,103995,105656,0.931,0.000,0,406.230,412.719,209.297,0.000,203.422,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1125586.375,2.000,2.035,1.955,0
1287,258477,282756645,100553,108088,0.932,0.000,0,392.785,422.219,210.875,0.000,211.344,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1126426.250,2.000,1.989,1.955,0
1288,265979,283022624,103952,106101,0.932,0.000,0,406.062,414.457,204.402,0.000,210.055,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1127211.125,2.000,1.894,1.955,0
1289,255067,283277691,99769,102441,0.932,0.000,0,389.723,400.160,203.324,0.000,196.836,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1128022.250,2.000,2.027,1.955,0
1290,248749,283526440,97124,103598,0.932,0.000,0,379.391,404.680,200.496,0.000,204.184,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1128828.250,2.000,1.992,1.955,0
1291,256760,283783200,100107,102318,0.932,0.000,0,391.043,399.680,198.418,0.000,201.262,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1129641.500,2.000,2.035,1.956,0
1292,256831,284040031,100545,103277,0.931,0.000,0,392.754,403.426,202.527,0.000,200.898,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1130456.875,2.000,2.021,1.956,0
1293,265688,284305719,103877,106893,0.932,0.000,0,405.770,417.551,211.227,0.000,206.324,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1131290.500,2.000,1.996,1.956,0
1294,257895,284563614,100772,107467,0.932,0.000,0,393.641,419.793,209.648,0.000,210.145,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1132118.125,2.000,1.972,1.956,0
1295,265284,284828898,103935,105800,0.931,0.000,0,405.996,413.281,203.473,0.000,209.809,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111059.336,1132952.250,2.000,2.018,1.956,0
1296,257491,285086389,100331,103980,0.932,0.000,0,391.918,406.172,205.324,0.000,200.848,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111060.836,1133743.750,2.000,1.949,1.956,0
1297,256643,285343032,100344,103787,0.932,0.000,0,391.969,405.418,203.055,0.000,202.363,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111062.336,1134549.375,2.000,1.987,1.956,0
1298,258019,285601051,100400,100222,0.932,0.000,0,392.188,391.492,196.258,0.000,195.234,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111062.336,1135348.625,2.000,2.042,1.956,0
1299,248029,285849080,96620,102686,0.932,0.000,0,377.422,401.117,198.867,0.000,202.250,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111062.336,1136147.500,2.000,1.992,1.956,0
1300,265498,286114578,104017,105087,0.931,0.000,0,406.316,410.496,205.852,0.000,204.645,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111062.336,1136991.875,2.000,2.057,1.956,0
1301,259742,286374320,100847,107117,0.932,0.000,0,393.934,418.426,210.621,0.000,207.805,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111063.836,1137816.875,2.000,1.972,1.956,0
1302,266880,286641200,103834,105239,0.932,0.000,0,405.602,411.090,203.027,0.000,208.062,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111068.336,1138659.250,2.000,2.049,1.956,0
1303,267081,286908281,104396,106633,0.932,0.000,0,407.797,416.535,210.785,0.000,205.750,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111069.836,1139448.250,2.000,1.894,1.956,0
1304,249151,287157432,96815,102674,0.932,0.000,0,378.184,401.070,197.090,0.000,203.980,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111069.836,1140253.500,2.000,2.008,1.956,0
1305,257171,287414603,100469,102428,0.932,0.000,0,392.457,400.109,201.945,0.000,198.164,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111069.836,1141063.500,2.000,2.024,1.956,0
1306,252053,287666656,98271,103094,0.932,0.000,0,383.871,402.711,202.910,0.000,199.801,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111069.836,1141874.000,2.000,2.013,1.956,0
1307,257999,287924655,100947,103896,0.932,0.000,0,394.324,405.844,202.922,0.000,202.922,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111069.836,1142687.500,2.000,2.004,1.956,0
1308,262421,288187076,102064,107126,0.932,0.000,0,398.688,418.461,208.258,0.000,210.203,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111072.836,1143518.000,2.000,1.985,1.956,0
1309,265318,288452394,103778,104666,0.932,0.000,0,405.383,408.852,204.137,0.000,204.715,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,111074.336,1144349.000,2.000,2.033,1.956,0
